measurement,source_path,filename,extension,kind,size_bytes,sha1,provenance,pages,slides,sheets,members,lines,total_uncompressed_bytes,extension_counts,keywords,extract_path,zip_member_csv,potential_missing_loose_members,first_lines,error
model_projection_inputs,cda_knowledge_base/measurements/model_projection_inputs/source_files/CDA_N4_2D_250403/CDA_N4_2D_250403/closed_niche_seasonal_curve_shifted.xml,closed_niche_seasonal_curve_shifted.xml,.xml,text/data,146,f126b5892d086319af536f698e293a0306da2075,archive member SOTA___OGS___Mont_Terri.zip::ogs_settings/closed_niche_seasonal_curve_shifted.xml; archive member cda_knowledge_base/attachments/thunderbird_recovered/2025-09-05_Niche_4_no_gravity_no_sigV_no_uy_deltat_projection_on_mesh.zip::closed_niche_seasonal_curve_shifted.xml; archive member cda_knowledge_base/file_transfers/collected/2025-04-04_2d_model_container/CDA_N4_2D_250403.zip::CDA_N4_2D_250403/closed_niche_seasonal_curve_shifted.xml; archive member cda_knowledge_base/file_transfers/collected/2025-05-09_updated_model/CDA_N4_2D_250509.zip::closed_niche_seasonal_curve_shifted.xml,,,,,3,,,niche,cda_knowledge_base/measurements/model_projection_inputs/derived_files/deep_source_pass/extracted_text/closed_niche_seasonal_curve_shifted_15152805.xml.head.txt,,,<name>closed_niche_seasonal_curve</name> | <coords>3153624278400.0 3153764278400.0</coords> | <values>116080.57942975157 116080.57942975157</values>,
model_projection_inputs,cda_knowledge_base/measurements/model_projection_inputs/source_files/CDA_N4_2D_250403/CDA_N4_2D_250403/open_niche_seasonal_curve_shifted.xml,open_niche_seasonal_curve_shifted.xml,.xml,text/data,33881,a306b331492c6da66796b4875f68f1b92f5c0af3,archive member SOTA___OGS___Mont_Terri.zip::ogs_settings/open_niche_seasonal_curve_shifted.xml; archive member cda_knowledge_base/attachments/thunderbird_recovered/2025-09-05_Niche_4_no_gravity_no_sigV_no_uy_deltat_projection_on_mesh.zip::open_niche_seasonal_curve_shifted.xml; archive member cda_knowledge_base/file_transfers/collected/2025-04-04_2d_model_container/CDA_N4_2D_250403.zip::CDA_N4_2D_250403/open_niche_seasonal_curve_shifted.xml; archive member cda_knowledge_base/file_transfers/collected/2025-05-09_updated_model/CDA_N4_2D_250509.zip::open_niche_seasonal_curve_shifted.xml,,,,,5,,,niche,cda_knowledge_base/measurements/model_projection_inputs/derived_files/deep_source_pass/extracted_text/open_niche_seasonal_curve_shifted_0b418c71.xml.head.txt,,,<name>open_niche_seasonal_curve</name> | <coords>3153624278400.0 3153624438140.3604 3153624597880.7207 3153624757621.081 3153624917361.4414 3153625077101.802 3153625236842.162 3153625396582.5225 3153625556322.883 3153625716063.243 3153625875803.6035 3153626035543.964 3153626195284.324 3153626355024.6846 3153626514765.045 3153626674505.4053 3153626834245.7656 3153626993986.126 3153627153726.4863 3153627313466.8467 3153627473207.207 3153627632947.5674 3153627792687.9277 3153627952428.288 3153628112168.6484 3153628271909.009 3153628431649.369 3153628591389.7295 3153628751130.0903 3153628910870.4507 3153629070610.811 3153629230351.1714 3153629390091.5317 3153629549831.892 3153629709572.2524 3153629869312.613 3153630029052.973 3153630188793.3335 3153630348533.694 3153630508274.054 3153630668014.4146 3153630827754.775 3153630987495.1353 3153631147235.4956 3153631306975.856 3153631466716.2163 3153631626456.5767 3153631786196.937 3153631945937.2974 3153632105677.6577 3153632265418.018 3153632425158.3784 3153632584898.739 3153632744639.099 3153632904379.4595 3153633064119.82 3153633223860.18 3153633383600.5405 3153633543340.901 3153633703081.261 3153633862821.6216 3153634022561.982 3153634182302.3423 3153634342042.7026 3153634501783.063 3153634661523.4233 3153634821263.7837 3153634981004.144 3153635140744.5044 3153635300484.8647 3153635460225.225 3153635619965.5854 3153635779705.946 3153635939446.306 3153636099186.6665 3153636258927.027 3153636418667.387 3153636578407.7476 3153636738148.108 3153636897888.4683 3153637057628.8286 3153637217369.189 3153637377109.5493 3153637536849.9097 3153637696590.2705 3153637856330.631 3153638016070.991 3153638175811.3516 3153638335551.712 3153638495292.0723 3153638655032.4326 3153638814772.793 3153638974513.1533 3153639134253.5137 3153639293993.874 3153639453734.2344 3153639613474.5947 3153639773214.955 3153639932955.3154 3153640092695.676 3153640252436.036 3153640412176.3965 3153640571916.757 3153640731657.117 3153640891397.4775 3153641051137.838 3153641210878.198 3153641370618.5586 3153641530358.919 3153641690099.2793 3153641849839.6396 3153642009580.0 3153642169320.3604 3153642329060.7207 3153642488801.081 3153642648541.4414 3153642808281.802 3153642968022.162 3153643127762.5225 3153643287502.883 3153643447243.243 3153643606983.6035 3153643766723.964 3153643926464.324 3153644086204.6846 3153644245945.045 3153644405685.4053 3153644565425.7656 3153644725166.126 3153644884906.4863 3153645044646.8467 3153645204387.207 3153645364127.5674 3153645523867.9277 3153645683608.288 3153645843348.6484 3153646003089.009 3153646162829.369 3153646322569.7295 3153646482310.0903 3153646642050.4507 3153646801790.811 3153646961531.1714 3153647121271.5317 3153647281011.892 3153647440752.2524 3153647600492.613 3153647760232.973 3153647919973.3335 3153648079713.694 3153648239454.054 3153648399194.4146 3153648558934.775 3153648718675.1353 3153648878415.4956 3153649038155.856 3153649197896.2163 3153649357636.5767 3153649517376.937 3153649677117.2974 3153649836857.6577 3153649996598.018 3153650156338.3784 3153650316078.739 3153650475819.099 3153650635559.4595 3153650795299.82 3153650955040.18 3153651114780.5405 3153651274520.901 3153651434261.261 3153651594001.6216 3153651753741.982 3153651913482.3423 3153652073222.7026 3153652232963.063 3153652392703.4233 3153652552443.7837 3153652712184.144 3153652871924.5044 3153653031664.8647 3153653191405.225 3153653351145.5854 3153653510885.946 3153653670626.306 3153653830366.6665 3153653990107.027 3153654149847.387 3153654309587.7476 3153654469328.108 3153654629068.4683 3153654788808.8286 3153654948549.189 3153655108289.5493 3153655268029.9097 3153655427770.2705 3153655587510.631 3153655747250.991 3153655906991.3516 3153656066731.712 3153656226472.0723 3153656386212.4326 3153656545952.793 3153656705693.1533 3153656865433.5137 3153657025173.874 3153657184914.2344 3153657344654.5947 3153657504394.955 3153657664135.3154 3153657823875.676 3153657983616.036 3153658143356.3965 3153658303096...,
model_projection_inputs,cda_knowledge_base/measurements/model_projection_inputs/source_files/CDA_N4_2D_250509.zip,CDA_N4_2D_250509.zip,.zip,zip,35680,1747d6c44371f0b0b0af7836a1169f9646dd7eba,cda_knowledge_base/file_transfers/collected/2025-05-09_updated_model/CDA_N4_2D_250509.zip,,,,14,,89381,.xml=14,niche,,cda_knowledge_base/measurements/model_projection_inputs/derived_files/deep_source_pass/zip_member_deep_summary.csv,,01_processes_TRM.xml | 02_process_variables_TRM.xml | 03_parameters_TRM.xml | 04_1_media_aqu_liq.xml | 04_2_media_twophase.xml | 04_media_TRM.xml | 05_1_fixed_timestepping.xml | 05_time_loop_TRM.xml | 06_nonlinear_solver_T.xml | 07_linear_solver_T.xml,
model_projection_inputs,cda_knowledge_base/measurements/model_projection_inputs/source_files/CDA_N4_2D_250509/01_processes_TRM.xml,01_processes_TRM.xml,.xml,text/data,1613,848b5757431ad0d9323f74baf5845ca6c167cefa,archive member SOTA___OGS___Mont_Terri.zip::ogs_settings/01_processes_TRM.xml; archive member cda_knowledge_base/attachments/thunderbird_recovered/2025-09-05_Niche_4_no_gravity_no_sigV_no_uy_deltat_projection_on_mesh.zip::01_processes_TRM.xml; archive member cda_knowledge_base/file_transfers/collected/2025-04-04_2d_model_container/CDA_N4_2D_250403.zip::CDA_N4_2D_250403/01_processes_TRM.xml; archive member cda_knowledge_base/file_transfers/collected/2025-05-09_updated_model/CDA_N4_2D_250509.zip::01_processes_TRM.xml,,,,,34,,,saturation; pressure,cda_knowledge_base/measurements/model_projection_inputs/derived_files/deep_source_pass/extracted_text/01_processes_TRM_86b6f1b0.xml.head.txt,,,"<process> | <name>TRM</name> | <type>THERMO_RICHARDS_MECHANICS</type> | <integration_order>4</integration_order> | <!-- <dimension>2</dimension> --> | <!-- Gestein --> | <constitutive_relation id=""0""> | <type>LinearElasticOrthotropic</type> | <youngs_moduli>E</youngs_moduli> | <shear_moduli>G</shear_moduli>",
model_projection_inputs,cda_knowledge_base/measurements/model_projection_inputs/source_files/CDA_N4_2D_250509/02_process_variables_TRM.xml,02_process_variables_TRM.xml,.xml,text/data,2378,90e20c5ee5cf2f0ae1e9ee64458dbcb891ef5e13,archive member SOTA___OGS___Mont_Terri.zip::ogs_settings/02_process_variables_TRM.xml; archive member cda_knowledge_base/attachments/thunderbird_recovered/2025-09-05_Niche_4_no_gravity_no_sigV_no_uy_deltat_projection_on_mesh.zip::02_process_variables_TRM.xml; archive member cda_knowledge_base/file_transfers/collected/2025-04-04_2d_model_container/CDA_N4_2D_250403.zip::CDA_N4_2D_250403/02_process_variables_TRM.xml; archive member cda_knowledge_base/file_transfers/collected/2025-05-09_updated_model/CDA_N4_2D_250509.zip::02_process_variables_TRM.xml,,,,,73,,,pressure; CD-A; niche,cda_knowledge_base/measurements/model_projection_inputs/derived_files/deep_source_pass/extracted_text/02_process_variables_TRM_6a2f107e.xml.head.txt,,,<process_variable> | <name>displacement</name> | <components>2</components> | <order>2</order> | <initial_condition>ic_displacement</initial_condition> | <boundary_conditions> | <boundary_condition> | <mesh>cd-a_left</mesh> | <type>Dirichlet</type> | <component>0</component>,
model_projection_inputs,cda_knowledge_base/measurements/model_projection_inputs/source_files/CDA_N4_2D_250509/03_parameters_TRM.xml,03_parameters_TRM.xml,.xml,text/data,5601,ff7c284ae234350b8d86e52cb788a00adb86cc70,archive member SOTA___OGS___Mont_Terri.zip::ogs_settings/03_parameters_TRM.xml; archive member cda_knowledge_base/attachments/thunderbird_recovered/2025-09-05_Niche_4_no_gravity_no_sigV_no_uy_deltat_projection_on_mesh.zip::03_parameters_TRM.xml; archive member cda_knowledge_base/file_transfers/collected/2025-04-04_2d_model_container/CDA_N4_2D_250403.zip::CDA_N4_2D_250403/03_parameters_TRM.xml; archive member cda_knowledge_base/file_transfers/collected/2025-05-09_updated_model/CDA_N4_2D_250509.zip::03_parameters_TRM.xml,,,,,183,,,pressure; niche,cda_knowledge_base/measurements/model_projection_inputs/derived_files/deep_source_pass/extracted_text/03_parameters_TRM_31cc588c.xml.head.txt,,,<!-- IC --> | <parameter> | <name>ic_displacement</name> | <type>Constant</type> | <values>0 0</values> | <!--type>MeshNode</type> | <field_name>displacement</field_name--> | </parameter> | <parameter> | <name>ic_pressure</name> <!-- check pressure0 + ic_sigma0 -->,
model_projection_inputs,cda_knowledge_base/measurements/model_projection_inputs/source_files/CDA_N4_2D_250509/04_1_media_aqu_liq.xml,04_1_media_aqu_liq.xml,.xml,text/data,2880,8ba341270221506ef3b5deb94a3d7a9730515498,archive member SOTA___OGS___Mont_Terri.zip::ogs_settings/04_1_media_aqu_liq.xml; archive member cda_knowledge_base/attachments/thunderbird_recovered/2025-09-05_Niche_4_no_gravity_no_sigV_no_uy_deltat_projection_on_mesh.zip::04_1_media_aqu_liq.xml; archive member cda_knowledge_base/file_transfers/collected/2025-04-04_2d_model_container/CDA_N4_2D_250403.zip::CDA_N4_2D_250403/04_1_media_aqu_liq.xml; archive member cda_knowledge_base/file_transfers/collected/2025-05-09_updated_model/CDA_N4_2D_250509.zip::04_1_media_aqu_liq.xml,,,,,78,,,ERT; pressure,cda_knowledge_base/measurements/model_projection_inputs/derived_files/deep_source_pass/extracted_text/04_1_media_aqu_liq_8474c4bc.xml.head.txt,,,<phase> | <type>AqueousLiquid</type> | <properties> | <property> | <name>specific_heat_capacity</name> | <type>Parameter</type> | <parameter_name>c_p_l</parameter_name> | </property> | <property> | <name>thermal_conductivity</name>,
model_projection_inputs,cda_knowledge_base/measurements/model_projection_inputs/source_files/CDA_N4_2D_250509/04_2_media_twophase.xml,04_2_media_twophase.xml,.xml,text/data,792,a57c40add0a8d37c39ba7c716063f7e6c5bc01a9,archive member SOTA___OGS___Mont_Terri.zip::ogs_settings/04_2_media_twophase.xml; archive member cda_knowledge_base/attachments/thunderbird_recovered/2025-09-05_Niche_4_no_gravity_no_sigV_no_uy_deltat_projection_on_mesh.zip::04_2_media_twophase.xml; archive member cda_knowledge_base/file_transfers/collected/2025-04-04_2d_model_container/CDA_N4_2D_250403.zip::CDA_N4_2D_250403/04_2_media_twophase.xml; archive member cda_knowledge_base/file_transfers/collected/2025-05-09_updated_model/CDA_N4_2D_250509.zip::04_2_media_twophase.xml,,,,,23,,,ERT; permeability; saturation,cda_knowledge_base/measurements/model_projection_inputs/derived_files/deep_source_pass/extracted_text/04_2_media_twophase_7888d7eb.xml.head.txt,,,<property> | <name>relative_permeability</name> | <type>RelativePermeabilityVanGenuchten</type> | <residual_liquid_saturation>0.1</residual_liquid_saturation> | <residual_gas_saturation>0</residual_gas_saturation> | <exponent>0.45</exponent> | <minimum_relative_permeability_liquid>1e-25</minimum_relative_permeability_liquid> | </property> | <property> | <name>saturation</name>,
model_projection_inputs,cda_knowledge_base/measurements/model_projection_inputs/source_files/CDA_N4_2D_250509/04_media_TRM.xml,04_media_TRM.xml,.xml,text/data,1950,6b68ab641d97eeeadd965d73417ab4b645d4ffd2,archive member SOTA___OGS___Mont_Terri.zip::ogs_settings/04_media_TRM.xml; archive member cda_knowledge_base/attachments/thunderbird_recovered/2025-09-05_Niche_4_no_gravity_no_sigV_no_uy_deltat_projection_on_mesh.zip::04_media_TRM.xml; archive member cda_knowledge_base/file_transfers/collected/2025-04-04_2d_model_container/CDA_N4_2D_250403.zip::CDA_N4_2D_250403/04_media_TRM.xml; archive member cda_knowledge_base/file_transfers/collected/2025-05-09_updated_model/CDA_N4_2D_250509.zip::04_media_TRM.xml,,,,,72,,,ERT; permeability; saturation; pressure; OGS,cda_knowledge_base/measurements/model_projection_inputs/derived_files/deep_source_pass/extracted_text/04_media_TRM_855a2e0c.xml.head.txt,,,"<!-- | Parameter, die in Ogs5 vorhanden waren, welche in Ogs6 bisher aber noch zu fehlen scheinen oder | nicht mehr benötigt werden: | PERMEABILITY_SATURATION | CAPILLARY_PRESSURE | STORAGE | --> | <medium id=""0,1""><!--,2,3,4,6,7,8,9,11,12,13,14""--> | <properties> | <property>",
model_projection_inputs,cda_knowledge_base/measurements/model_projection_inputs/source_files/CDA_N4_2D_250509/05_1_fixed_timestepping.xml,05_1_fixed_timestepping.xml,.xml,text/data,2354,6deeb611eee6d8d7f90c61de431ccaa579c4582a,archive member SOTA___OGS___Mont_Terri.zip::ogs_settings/05_1_fixed_timestepping.xml; archive member cda_knowledge_base/attachments/thunderbird_recovered/2025-09-05_Niche_4_no_gravity_no_sigV_no_uy_deltat_projection_on_mesh.zip::05_1_fixed_timestepping.xml; archive member cda_knowledge_base/file_transfers/collected/2025-04-04_2d_model_container/CDA_N4_2D_250403.zip::CDA_N4_2D_250403/05_1_fixed_timestepping.xml; archive member cda_knowledge_base/file_transfers/collected/2025-05-09_updated_model/CDA_N4_2D_250509.zip::05_1_fixed_timestepping.xml,,,,,44,,,,cda_knowledge_base/measurements/model_projection_inputs/derived_files/deep_source_pass/extracted_text/05_1_fixed_timestepping_6d38d5a6.xml.head.txt,,,<time_stepping> | <type>FixedTimeStepping</type> | <t_initial>0</t_initial><!-- last time step --> | <t_end>140000000</t_end><!-- last time step of the curve --> | <!--t_initial>3153624278400</t_initial--><!-- last time step --> | <!--t_end>3153759099264</t_end--><!-- last time step of the curve --> | <timesteps> | <pair> | <repeat>365</repeat> | <delta_t>864000</delta_t><!--t0 = 18.09.2019; deltat= 10d so that first output is exported at the end of the month -->,
model_projection_inputs,cda_knowledge_base/measurements/model_projection_inputs/source_files/CDA_N4_2D_250509/05_time_loop_TRM.xml,05_time_loop_TRM.xml,.xml,text/data,1913,9aeebe19310aad9fc2d096a1439648efaa214240,archive member SOTA___OGS___Mont_Terri.zip::ogs_settings/05_time_loop_TRM.xml; archive member cda_knowledge_base/attachments/thunderbird_recovered/2025-09-05_Niche_4_no_gravity_no_sigV_no_uy_deltat_projection_on_mesh.zip::05_time_loop_TRM.xml; archive member cda_knowledge_base/file_transfers/collected/2025-04-04_2d_model_container/CDA_N4_2D_250403.zip::CDA_N4_2D_250403/05_time_loop_TRM.xml; archive member cda_knowledge_base/file_transfers/collected/2025-05-09_updated_model/CDA_N4_2D_250509.zip::05_time_loop_TRM.xml,,,,,49,,,ERT; saturation; pressure; CD-A,cda_knowledge_base/measurements/model_projection_inputs/derived_files/deep_source_pass/extracted_text/05_time_loop_TRM_f325f4ec.xml.head.txt,,,"<processes> | <process ref=""TRM""> | <nonlinear_solver>basic_newton</nonlinear_solver> | <!--compensate_non_equilibrium_initial_residuum>true | </compensate_non_equilibrium_initial_residuum--> | <convergence_criterion> | <type>PerComponentDeltaX</type> | <norm_type>NORM2</norm_type> | <abstols>1e-10 1e-10 1e-10 1e-10</abstols> | <reltols>1e-8 1e-8 1e-8 1e-8</reltols>",
model_projection_inputs,cda_knowledge_base/measurements/model_projection_inputs/source_files/CDA_N4_2D_250509/06_nonlinear_solver_T.xml,06_nonlinear_solver_T.xml,.xml,text/data,185,4ba846b864d87d955f03c67a79aafd4c94a410e1,archive member SOTA___OGS___Mont_Terri.zip::ogs_settings/06_nonlinear_solver_T.xml; archive member cda_knowledge_base/attachments/thunderbird_recovered/2025-09-05_Niche_4_no_gravity_no_sigV_no_uy_deltat_projection_on_mesh.zip::06_nonlinear_solver_T.xml; archive member cda_knowledge_base/file_transfers/collected/2025-04-04_2d_model_container/CDA_N4_2D_250403.zip::CDA_N4_2D_250403/06_nonlinear_solver_T.xml; archive member cda_knowledge_base/file_transfers/collected/2025-05-09_updated_model/CDA_N4_2D_250509.zip::06_nonlinear_solver_T.xml,,,,,6,,,,cda_knowledge_base/measurements/model_projection_inputs/derived_files/deep_source_pass/extracted_text/06_nonlinear_solver_T_ae2de936.xml.head.txt,,,<nonlinear_solver> | <name>basic_newton</name> | <type>Newton</type> | <max_iter>150</max_iter> | <linear_solver>general_linear_solver</linear_solver> | </nonlinear_solver>,
model_projection_inputs,cda_knowledge_base/measurements/model_projection_inputs/source_files/CDA_N4_2D_250509/07_linear_solver_T.xml,07_linear_solver_T.xml,.xml,text/data,146,56d3a8bb2867a99d0027597ef4e76e3e769b67d5,archive member SOTA___OGS___Mont_Terri.zip::ogs_settings/07_linear_solver_T.xml; archive member cda_knowledge_base/attachments/thunderbird_recovered/2025-09-05_Niche_4_no_gravity_no_sigV_no_uy_deltat_projection_on_mesh.zip::07_linear_solver_T.xml; archive member cda_knowledge_base/file_transfers/collected/2025-04-04_2d_model_container/CDA_N4_2D_250403.zip::CDA_N4_2D_250403/07_linear_solver_T.xml; archive member cda_knowledge_base/file_transfers/collected/2025-05-09_updated_model/CDA_N4_2D_250509.zip::07_linear_solver_T.xml,,,,,6,,,,cda_knowledge_base/measurements/model_projection_inputs/derived_files/deep_source_pass/extracted_text/07_linear_solver_T_cd2c6aa3.xml.head.txt,,,<linear_solver> | <name>general_linear_solver</name> | <eigen> | <solver_type>PardisoLU</solver_type> | </eigen> | </linear_solver>,
model_projection_inputs,cda_knowledge_base/measurements/model_projection_inputs/source_files/CDA_N4_2D_250509/08_08_open_niche_seasonal.xml,08_08_open_niche_seasonal.xml,.xml,text/data,35319,235d07fa789046e0875b00e11583561a5d3a7910,archive member SOTA___OGS___Mont_Terri.zip::ogs_settings/08_08_open_niche_seasonal.xml; archive member cda_knowledge_base/attachments/thunderbird_recovered/2025-09-05_Niche_4_no_gravity_no_sigV_no_uy_deltat_projection_on_mesh.zip::08_08_open_niche_seasonal.xml; archive member cda_knowledge_base/file_transfers/collected/2025-04-04_2d_model_container/CDA_N4_2D_250403.zip::CDA_N4_2D_250403/08_08_open_niche_seasonal.xml; archive member cda_knowledge_base/file_transfers/collected/2025-05-09_updated_model/CDA_N4_2D_250509.zip::08_08_open_niche_seasonal.xml,,,,,5,,,niche,cda_knowledge_base/measurements/model_projection_inputs/derived_files/deep_source_pass/extracted_text/08_08_open_niche_seasonal_59a2b98e.xml.head.txt,,,<name>open_niche_seasonal_curve</name> | <coords>0.0 159740.3603603579 319480.72072071955 479221.0810810812 638961.4414414391 798701.8018018007 958442.1621621624 1118182.5225225203 1277922.882882882 1437663.2432432398 1597403.6036036015 1757143.963963963 1916884.324324321 2076624.6846846826 2236365.0450450443 2396105.405405402 2555845.765765764 2715586.1261261255 2875326.4864864834 3035066.846846845 3194807.2072072066 3354547.5675675645 3514287.927927926 3674028.288288288 3833768.6486486457 3993509.0090090074 4153249.369369369 4312989.729729727 4472730.090090089 4632470.45045045 4792210.810810808 4951951.17117117 5111691.531531531 5271431.891891889 5431172.252252251 5590912.612612613 5750652.97297297 5910393.333333332 6070133.693693694 6229874.054054052 6389614.414414413 6549354.774774775 6709095.135135133 6868835.495495494 7028575.855855852 7188316.216216214 7348056.576576576 7507796.936936934 7667537.297297295 7827277.657657657 7987018.018018015 8146758.378378376 8306498.738738738 8466239.099099096 8625979.459459458 8785719.81981982 8945460.180180177 9105200.540540539 9264940.9009009 9424681.261261258 9584421.62162162 9744161.981981982 9903902.34234234 10063642.702702701 10223383.063063063 10383123.42342342 10542863.783783782 10702604.144144144 10862344.504504502 11022084.864864863 11181825.225225225 11341565.585585583 11501305.945945945 11661046.306306303 11820786.666666664 11980527.027027026 12140267.387387387 12300007.74774775 12459748.108108103 12619488.468468465 12779228.828828827 12938969.189189188 13098709.54954955 13258449.909909911 13418190.270270266 13577930.630630627 13737670.990990989 13897411.35135135 14057151.711711712 14216892.072072074 14376632.432432428 14536372.79279279 14696113.153153151 14855853.513513513 15015593.873873875 15175334.234234229 15335074.59459459 15494814.954954952 15654555.315315314 15814295.675675675 15974036.036036037 16133776.396396391 16293516.756756753 16453257.117117114 16612997.477477476 16772737.837837838 16932478.1981982 17092218.558558553 17251958.918918915 17411699.279279277 17571439.63963964 17731180.0 17890920.36036036 18050660.720720716 18210401.081081077 18370141.44144144 18529881.8018018 18689622.162162162 18849362.522522524 19009102.88288288 19168843.24324324 19328583.6036036 19488323.963963963 19648064.324324325 19807804.68468468 19967545.04504504 20127285.405405402 20287025.765765764 20446766.126126125 20606506.486486487 20766246.84684684 20925987.207207203 21085727.567567565 21245467.927927926 21405208.288288288 21564948.64864865 21724689.009009004 21884429.369369365 22044169.729729727 22203910.09009009 22363650.45045045 22523390.81081081 22683131.171171166 22842871.531531528 23002611.89189189 23162352.25225225 23322092.612612613 23481832.972972974 23641573.33333333 23801313.69369369 23961054.05405405 24120794.414414413 24280534.774774775 24440275.13513513 24600015.49549549 24759755.855855852 24919496.216216214 25079236.576576576 25238976.936936937 25398717.29729729 25558457.657657653 25718198.018018015 25877938.378378376 26037678.738738738 26197419.0990991 26357159.459459454 26516899.819819815 26676640.180180177 26836380.54054054 26996120.9009009 27155861.261261262 27315601.621621616 27475341.981981978 27635082.34234234 27794822.7027027 27954563.063063063 28114303.423423424 28274043.78378378 28433784.14414414 28593524.5045045 28753264.864864863 28913005.225225225 29072745.585585587 29232485.94594594 29392226.306306303 29551966.666666664 29711707.027027026 29871447.387387387 30031187.74774774 30190928.108108103 30350668.468468465 30510408.828828827 30670149.18918919 30829889.54954955 30989629.909909904 31149370.270270266 31309110.630630627 31468850.99099099 31628591.35135135 31788331.711711712 31948072.072072066 32107812.432432428 32267552.79279279 32427293.15315315 32587033.513513513 32746773.873873875 32906514.23423423 33066254.59459459 33225994.954954952 33385735.315315314 33545475.675675675 33705216.03603604 33864956.39639639 34024696.75675675 34184437.117117114 3434...,
model_projection_inputs,cda_knowledge_base/measurements/model_projection_inputs/source_files/CDA_N4_2D_250509/08_curves.xml,08_curves.xml,.xml,text/data,223,d39fe15825540b8e805cbf6a81e953c62a9eeab9,archive member SOTA___OGS___Mont_Terri.zip::ogs_settings/08_curves.xml; archive member cda_knowledge_base/attachments/thunderbird_recovered/2025-09-05_Niche_4_no_gravity_no_sigV_no_uy_deltat_projection_on_mesh.zip::08_curves.xml; archive member cda_knowledge_base/file_transfers/collected/2025-04-04_2d_model_container/CDA_N4_2D_250403.zip::CDA_N4_2D_250403/08_curves.xml; archive member cda_knowledge_base/file_transfers/collected/2025-05-09_updated_model/CDA_N4_2D_250509.zip::08_curves.xml,,,,,10,,,niche,cda_knowledge_base/measurements/model_projection_inputs/derived_files/deep_source_pass/extracted_text/08_curves_ea72cb75.xml.head.txt,,,"<curve> | <include file=""./08_08_open_niche_seasonal.xml"" /> <!--open_niche_seasonal_curve_shifted.xml"" /--> | </curve> | <!-- | <curve> | <include file=""./closed_niche_seasonal_curve_shifted.xml"" /> | </curve> | -->",
model_projection_inputs,cda_knowledge_base/measurements/model_projection_inputs/source_files/CDA_N4_2D_250509/closed_niche_seasonal_curve_shifted.xml,closed_niche_seasonal_curve_shifted.xml,.xml,text/data,146,f126b5892d086319af536f698e293a0306da2075,archive member SOTA___OGS___Mont_Terri.zip::ogs_settings/closed_niche_seasonal_curve_shifted.xml; archive member cda_knowledge_base/attachments/thunderbird_recovered/2025-09-05_Niche_4_no_gravity_no_sigV_no_uy_deltat_projection_on_mesh.zip::closed_niche_seasonal_curve_shifted.xml; archive member cda_knowledge_base/file_transfers/collected/2025-04-04_2d_model_container/CDA_N4_2D_250403.zip::CDA_N4_2D_250403/closed_niche_seasonal_curve_shifted.xml; archive member cda_knowledge_base/file_transfers/collected/2025-05-09_updated_model/CDA_N4_2D_250509.zip::closed_niche_seasonal_curve_shifted.xml,,,,,3,,,niche,cda_knowledge_base/measurements/model_projection_inputs/derived_files/deep_source_pass/extracted_text/closed_niche_seasonal_curve_shifted_d89e8f16.xml.head.txt,,,<name>closed_niche_seasonal_curve</name> | <coords>3153624278400.0 3153764278400.0</coords> | <values>116080.57942975157 116080.57942975157</values>,
